(/1/){1}(/6/){1}(/12/){1},0.001853
(/1/){1}(/9/){1}(/14/){1},0.004723
(/1/){1}(/12/){1}(/14/){1},0.021112
(/1/){1}(/12/){1}(/14/){2},0.01737
(/1/){1}(/12/){1}(/14/){3},0.010896
(/1/){1}(/12/){1}(/14/){4},0.006745
(/1/){1}(/12/){2}(/14/){1},0.003992
(/1/){1}(/12/){2}(/14/){2},0.003992
(/1/){1}(/12/){2}(/14/){3},0.003992
(/1/){1}(/12/){3}(/14/){1},0.007335
(/1/){1}(/12/){3}(/14/){2},0.007335
(/1/){1}(/12/){3}(/14/){3},0.002059
(/1/){1}(/12/){4}(/14/){1},0.011021
(/1/){1}(/12/){4}(/14/){2},0.011021
(/1/){1}(/12/){4}(/14/){3},0.000607
(/1/){1}(/12/){5}(/14/){1},0.00426
(/1/){1}(/12/){5}(/14/){2},0.00426
(/1/){1}(/12/){1}(/15/){1},0.000607
(/1/){1}(/14/){1}(/4/){1},0.005089
(/1/){1}(/14/){1}(/4/){2},0.005089
(/1/){1}(/14/){1}(/4/){3},0.005089
(/6/){1}(/12/){1}(/10/){1},0.002059
(/6/){1}(/12/){1}(/15/){1},0.00245
(/9/){1}(/4/){1}(/2/){1},0.007442
(/9/){2}(/4/){1}(/2/){1},0.007442
(/9/){3}(/4/){1}(/2/){1},0.007442
(/9/){4}(/4/){1}(/2/){1},0.007442
(/9/){5}(/4/){1}(/2/){1},0.007442
(/9/){6}(/4/){1}(/2/){1},0.007442
(/9/){1}(/4/){4}(/6/){1},0.048371
(/9/){1}(/4/){5}(/6/){1},0.003708
(/9/){2}(/4/){4}(/6/){1},0.048371
(/9/){2}(/4/){5}(/6/){1},0.003708
(/9/){3}(/4/){4}(/6/){1},0.048371
(/9/){1}(/5/){1}(/4/){1},0.009808
(/9/){1}(/12/){1}(/5/){1},0.022321
(/12/){1}(/5/){1}(/4/){1},0.022955
(/12/){2}(/5/){1}(/4/){1},0.000608
(/12/){1}(/5/){1}(/11/){1},0.001808
(/12/){2}(/5/){1}(/11/){1},0.001808
(/12/){3}(/5/){1}(/11/){1},0.001808
(/12/){1}(/9/){1}(/4/){1},0.001836
(/12/){1}(/9/){1}(/4/){2},0.000611
(/12/){1}(/9/){2}(/4/){1},0.028691
(/12/){1}(/9/){2}(/4/){2},0.028691
(/12/){1}(/9/){2}(/4/){3},0.004882
(/12/){1}(/9/){3}(/4/){1},0.004491
(/12/){1}(/9/){3}(/4/){2},0.004491
(/12/){1}(/9/){1}(/5/){1},0.009808
(/12/){1}(/9/){1}(/11/){1},0.001208
(/12/){2}(/9/){1}(/11/){1},0.001208
(/12/){3}(/9/){1}(/11/){1},0.001208
(/12/){4}(/9/){1}(/11/){1},0.001208
(/12/){5}(/9/){1}(/11/){1},0.001208
(/12/){1}(/9/){2}(/14/){1},0.001814
(/12/){1}(/9/){3}(/14/){1},0.000604
(/12/){1}(/9/){5}(/14/){1},0.014058
(/12/){2}(/9/){2}(/14/){1},0.001814
(/12/){2}(/9/){3}(/14/){1},0.000604
(/12/){3}(/9/){2}(/14/){1},0.001814
(/12/){4}(/9/){2}(/14/){1},0.001814
(/12/){5}(/9/){2}(/14/){1},0.001814
(/12/){1}(/10/){1}(/1/){1},0.00249
(/12/){2}(/10/){1}(/1/){1},0.00249
(/12/){3}(/10/){1}(/1/){1},0.00249
(/12/){4}(/10/){1}(/1/){1},0.00249
(/12/){5}(/10/){1}(/1/){1},0.00249
(/12/){6}(/10/){1}(/1/){1},0.00249
(/12/){7}(/10/){1}(/1/){1},0.00249
(/12/){1}(/11/){1}(/1/){1},0.02649
(/12/){2}(/11/){1}(/1/){1},0.02649
(/12/){3}(/11/){1}(/1/){1},0.02649
(/12/){4}(/11/){1}(/1/){1},0.02649
(/12/){5}(/11/){1}(/1/){1},0.021463
(/12/){1}(/11/){1}(/10/){1},0.001243
(/12/){2}(/11/){1}(/10/){1},0.001243
(/12/){3}(/11/){1}(/10/){1},0.001243
(/12/){4}(/11/){1}(/10/){1},0.001243
(/12/){5}(/11/){1}(/10/){1},0.001243
(/12/){6}(/11/){1}(/10/){1},0.001243
(/12/){1}(/14/){1}(/4/){1},0.003812
(/12/){1}(/14/){1}(/4/){2},0.003812
(/12/){1}(/14/){1}(/4/){3},0.003812
(/12/){1}(/14/){2}(/4/){1},0.006362
(/12/){1}(/14/){2}(/4/){2},0.006362
(/12/){1}(/14/){3}(/13/){1},0.007908
(/12/){1}(/14/){4}(/13/){1},0.004064
(/12/){2}(/14/){3}(/13/){1},0.003992
